order_date,region,country,product_category,product_name,revenue,cost,shipping_cost,material_cost
2025-12-10,Asia Pacific,Japan,Technology,Laptop Pro,5266.32,2140.08,373.55,1766.53
2025-10-05,Asia Pacific,India,Furniture,Conference Table,7491.56,3674.57,338.06,3336.51
2025-07-09,South America,Argentina,Technology,Cloud Server,5180.74,2155.5,304.26,1851.24
2024-08-01,North America,United States,Furniture,Storage Cabinet,3865.76,1602.63,235.33,1367.3
2024-02-28,North America,Canada,Office Supplies,Printer,9620.33,3996.4,713.55,3282.85
2024-12-07,Asia Pacific,Japan,Furniture,Conference Table,9740.27,3895.7,505.15,3390.55
2025-05-04,North America,Canada,Technology,Laptop Pro,7526.73,2965.77,407.29,2558.48
2025-11-05,North America,Canada,Office Supplies,Office Chair,8691.5,3838.09,399.32,3438.77
2025-01-17,Europe,Spain,Office Supplies,Office Chair,5776.77,2307.07,424.47,1882.6
2024-01-09,Europe,Spain,Technology,Business Tablet,7428.69,3427.11,458.96,2968.16
2024-06-21,Asia Pacific,Singapore,Technology,Cloud Server,2292.68,1119.09,169.75,949.33
2025-10-23,Europe,Germany,Technology,Smartphone X,2834.0,1907.23,384.41,1522.82
2024-01-14,South America,Argentina,Technology,Cloud Server,877.7,343.62,26.34,317.28
2024-12-16,Europe,Spain,Office Supplies,Desk Organizer,2344.95,895.33,168.36,726.96
2025-10-24,Europe,Germany,Furniture,Conference Table,6337.97,4133.81,727.2,3406.61
2024-07-24,North America,United States,Technology,Business Tablet,8445.36,3306.6,654.36,2652.24
2024-08-15,South America,Brazil,Furniture,Executive Desk,4488.78,1614.32,253.36,1360.95
2025-04-17,South America,Chile,Technology,Business Tablet,4299.76,1875.59,327.53,1548.06
2025-03-04,Europe,Italy,Office Supplies,Office Chair,4213.76,1639.34,237.18,1402.16
2024-12-28,Europe,Germany,Furniture,Ergonomic Chair,2668.56,986.27,116.27,870.0
2024-04-02,South America,Argentina,Furniture,Conference Table,8645.2,3814.9,348.22,3466.68
2024-07-21,South America,Brazil,Technology,Business Tablet,3189.59,1166.55,165.1,1001.45
2024-05-20,North America,Mexico,Technology,Cloud Server,3815.18,1828.9,169.34,1659.56
2024-07-20,South America,Brazil,Office Supplies,Desk Organizer,6755.68,2745.2,324.95,2420.25
2025-03-06,Europe,Italy,Furniture,Conference Table,8005.37,3439.62,312.23,3127.38
2024-02-16,Asia Pacific,Singapore,Technology,Cloud Server,3614.04,1469.49,200.87,1268.63
2025-03-27,Europe,Germany,Office Supplies,Office Chair,2138.14,933.64,68.55,865.09
2024-06-21,Asia Pacific,Japan,Office Supplies,Printer,3032.78,1238.97,207.53,1031.44
2024-06-21,North America,Canada,Office Supplies,Desk Organizer,7918.6,3757.13,435.91,3321.22
2025-02-02,Asia Pacific,Singapore,Furniture,Executive Desk,2072.32,1035.66,142.23,893.42
2025-01-13,North America,Canada,Technology,Cloud Server,5814.41,2155.0,374.51,1780.48
2024-06-26,North America,Mexico,Office Supplies,Printer,1100.58,417.87,85.7,332.17
2025-09-01,Asia Pacific,Japan,Furniture,Ergonomic Chair,6445.3,2668.6,432.45,2236.15
2024-10-01,North America,United States,Office Supplies,Printer,2727.33,1301.49,164.1,1137.39
2024-02-03,North America,Canada,Furniture,Executive Desk,2987.58,1222.93,135.15,1087.78
2025-10-25,South America,Chile,Technology,Business Tablet,2610.23,1177.49,196.62,980.87
2024-09-25,Asia Pacific,Japan,Office Supplies,Premium Paper,4263.7,1762.56,243.51,1519.06
2025-04-07,Asia Pacific,Singapore,Office Supplies,Desk Organizer,8566.26,3371.23,632.55,2738.69
2024-08-27,South America,Chile,Technology,Business Tablet,6761.65,3155.64,232.31,2923.33
2025-01-16,Europe,Germany,Technology,Cloud Server,5016.09,2323.5,295.16,2028.34
2024-04-22,Europe,Spain,Office Supplies,Printer,889.59,391.62,64.11,327.51
2025-07-29,South America,Brazil,Office Supplies,Office Chair,3951.74,1835.01,203.2,1631.81
2024-12-11,Europe,France,Furniture,Conference Table,4719.97,2345.04,281.34,2063.7
2024-09-08,North America,United States,Office Supplies,Desk Organizer,6623.82,2854.82,206.08,2648.74
2025-02-18,South America,Chile,Technology,Smartphone X,2238.85,846.35,113.1,733.25
2025-05-01,Asia Pacific,India,Furniture,Executive Desk,7825.42,3366.26,487.93,2878.33
2025-03-17,Asia Pacific,Japan,Furniture,Ergonomic Chair,6924.4,3140.81,223.9,2916.91
2025-04-27,North America,Mexico,Office Supplies,Office Chair,3394.46,1652.42,220.02,1432.4
2025-12-11,South America,Argentina,Technology,Business Tablet,8088.79,3786.04,585.69,3200.35
2025-11-17,Asia Pacific,Japan,Technology,Laptop Pro,7097.46,2634.56,442.85,2191.71
2025-07-28,South America,Chile,Technology,Cloud Server,6986.54,2911.81,351.82,2559.99
2024-07-29,North America,United States,Technology,Cloud Server,7748.56,3601.45,605.22,2996.23
2024-01-16,South America,Brazil,Furniture,Conference Table,7784.01,3402.63,473.15,2929.48
2025-11-20,North America,Canada,Technology,Smartphone X,4477.46,1892.21,332.13,1560.08
2024-07-27,North America,Canada,Technology,Cloud Server,7506.61,3715.79,425.58,3290.21
2024-11-11,Asia Pacific,Japan,Office Supplies,Printer,1998.48,790.82,129.45,661.37
2025-07-02,North America,United States,Furniture,Conference Table,9597.59,4077.55,762.8,3314.75
2025-09-07,Europe,Germany,Office Supplies,Printer,7863.33,3479.54,400.46,3079.08
2024-01-28,South America,Chile,Technology,Laptop Pro,6360.84,3020.69,330.51,2690.18
2024-01-03,Asia Pacific,Australia,Furniture,Conference Table,9606.61,3831.15,557.86,3273.29
2025-06-08,Asia Pacific,Japan,Technology,Smartphone X,7936.7,3771.22,564.31,3206.91
2024-03-18,South America,Chile,Furniture,Executive Desk,4435.71,2003.48,338.76,1664.72
2025-01-30,South America,Chile,Office Supplies,Office Chair,6939.11,2871.55,432.03,2439.52
2025-08-16,Europe,Germany,Office Supplies,Printer,8883.6,4026.7,587.52,3439.18
2024-05-25,Europe,United Kingdom,Technology,Smartphone X,9425.08,4259.46,336.68,3922.78
2024-02-25,North America,Canada,Furniture,Ergonomic Chair,904.05,426.85,36.32,390.53
2025-06-09,Europe,Spain,Furniture,Executive Desk,4815.49,2006.86,271.76,1735.1
2025-09-07,South America,Chile,Technology,Business Tablet,8412.77,3976.54,389.62,3586.93
2024-01-31,Europe,Italy,Technology,Business Tablet,9538.39,3719.21,594.65,3124.56
2025-10-08,Asia Pacific,India,Technology,Cloud Server,5628.45,2381.2,335.55,2045.65
2024-04-25,South America,Brazil,Technology,Cloud Server,4358.37,1646.32,252.23,1394.09
2025-06-27,North America,United States,Technology,Laptop Pro,4834.75,2250.88,339.51,1911.37
2025-03-07,North America,Mexico,Office Supplies,Printer,3058.57,1249.89,182.73,1067.16
2025-10-07,North America,Mexico,Office Supplies,Printer,9984.04,4750.63,736.35,4014.28
2024-01-07,Europe,France,Technology,Business Tablet,8199.81,3908.83,304.46,3604.37
2024-06-15,Asia Pacific,Japan,Office Supplies,Premium Paper,6062.89,2901.87,229.24,2672.63
2024-08-16,South America,Argentina,Technology,Laptop Pro,2235.08,1106.17,130.74,975.44
2025-02-18,Europe,France,Furniture,Storage Cabinet,6665.74,2692.44,243.92,2448.52
2024-10-27,North America,Canada,Office Supplies,Office Chair,8522.39,4083.3,387.06,3696.24
2024-12-26,Asia Pacific,Japan,Furniture,Storage Cabinet,2930.5,1401.01,190.47,1210.55
2025-03-26,Asia Pacific,Australia,Furniture,Executive Desk,9723.52,4885.18,693.81,4191.38
2024-10-05,North America,United States,Office Supplies,Desk Organizer,9981.74,3850.83,483.83,3367.0
2025-12-30,South America,Argentina,Technology,Smartphone X,9626.94,3528.71,307.31,3221.4
2025-02-16,South America,Chile,Furniture,Storage Cabinet,3195.19,1149.29,155.42,993.88
2024-11-13,South America,Chile,Technology,Smartphone X,7610.7,3668.34,299.1,3369.24
2025-06-21,South America,Brazil,Technology,Cloud Server,5854.92,2157.62,288.01,1869.6
2025-02-11,Europe,Italy,Furniture,Storage Cabinet,2180.75,1052.71,106.52,946.19
2025-08-27,North America,Mexico,Furniture,Conference Table,2545.69,1220.57,169.9,1050.67
2025-02-13,South America,Chile,Office Supplies,Desk Organizer,6303.69,2678.28,435.27,2243.01
2024-01-13,Asia Pacific,India,Technology,Business Tablet,5489.32,2111.77,424.74,1687.02
2024-09-14,North America,United States,Office Supplies,Office Chair,6229.66,3056.94,490.91,2566.03
2025-09-05,Europe,France,Technology,Cloud Server,593.51,198.23,19.78,178.45
2024-10-31,Europe,Italy,Office Supplies,Office Chair,8480.72,4120.37,654.67,3465.7
2024-11-08,North America,United States,Office Supplies,Premium Paper,2568.41,919.33,103.27,816.06
2025-08-11,South America,Argentina,Technology,Cloud Server,1757.75,783.47,100.2,683.26
2025-10-21,Asia Pacific,Singapore,Office Supplies,Office Chair,7551.69,3511.04,489.84,3021.2
2024-10-30,Europe,United Kingdom,Furniture,Conference Table,1028.31,384.83,48.17,336.67
2024-08-25,Europe,Spain,Office Supplies,Desk Organizer,4567.02,2176.08,160.37,2015.71
2024-09-24,South America,Brazil,Furniture,Executive Desk,6665.83,3191.01,334.06,2856.95
2024-05-14,Europe,Germany,Office Supplies,Printer,2837.05,1397.86,148.74,1249.11
2025-02-22,South America,Brazil,Furniture,Storage Cabinet,5932.77,2873.67,223.35,2650.32
2025-10-29,Asia Pacific,India,Office Supplies,Office Chair,8056.33,3133.79,345.47,2788.32
2025-12-28,North America,Canada,Technology,Laptop Pro,6738.16,2919.36,410.58,2508.78
2025-02-18,Europe,Germany,Technology,Cloud Server,5156.82,1897.43,198.42,1699.0
2025-05-23,Asia Pacific,India,Technology,Cloud Server,1318.53,592.68,83.28,509.4
2024-02-16,North America,Mexico,Office Supplies,Premium Paper,6112.47,2548.99,242.47,2306.51
2025-04-15,Europe,France,Office Supplies,Office Chair,8198.47,3880.28,373.24,3507.04
2025-04-04,Asia Pacific,India,Office Supplies,Desk Organizer,4596.89,2043.45,358.27,1685.17
2025-03-01,North America,United States,Office Supplies,Premium Paper,9268.55,4609.43,598.67,4010.76
2025-04-26,South America,Argentina,Technology,Laptop Pro,7971.06,3773.13,628.7,3144.43
2025-12-05,Asia Pacific,India,Office Supplies,Office Chair,9629.63,3677.36,548.03,3129.33
2024-12-21,Europe,United Kingdom,Office Supplies,Desk Organizer,2329.56,928.61,140.36,788.25
2024-03-16,Asia Pacific,India,Office Supplies,Printer,5673.79,2148.6,379.18,1769.42
2024-04-07,Asia Pacific,Singapore,Office Supplies,Printer,7323.98,3342.13,464.73,2877.4
2024-09-11,Europe,Italy,Technology,Cloud Server,8301.95,2861.32,367.38,2493.94
2025-08-24,North America,United States,Furniture,Ergonomic Chair,3529.87,1425.16,201.13,1224.03
2024-01-19,North America,Mexico,Furniture,Conference Table,2193.01,990.91,68.44,922.47
2024-08-02,South America,Argentina,Technology,Laptop Pro,2766.2,1180.62,196.51,984.11
2025-07-21,South America,Chile,Office Supplies,Premium Paper,6770.68,2781.05,207.33,2573.72
2025-02-05,Asia Pacific,Japan,Furniture,Ergonomic Chair,1360.16,651.95,60.02,591.93
2025-03-23,North America,United States,Furniture,Conference Table,3754.19,1511.56,150.18,1361.38
2024-07-13,South America,Argentina,Office Supplies,Premium Paper,5279.81,2158.15,172.5,1985.65
2025-03-18,South America,Brazil,Furniture,Storage Cabinet,9927.8,3423.04,381.32,3041.72
2025-11-26,Europe,Spain,Furniture,Executive Desk,5638.09,3864.92,659.26,3205.66
2024-08-15,Europe,Germany,Technology,Smartphone X,8202.19,3211.96,285.54,2926.43
2025-07-04,Asia Pacific,Australia,Furniture,Executive Desk,3757.65,1736.41,158.0,1578.41
2025-11-04,Europe,Germany,Furniture,Storage Cabinet,807.31,530.21,88.43,441.78
2024-01-19,Asia Pacific,Japan,Furniture,Storage Cabinet,6942.15,3117.07,538.7,2578.37
2025-01-07,Asia Pacific,Australia,Office Supplies,Premium Paper,8703.66,4053.99,556.56,3497.43
2024-05-20,North America,United States,Office Supplies,Premium Paper,3248.12,1568.93,231.08,1337.85
2025-08-09,Asia Pacific,Japan,Furniture,Ergonomic Chair,4501.63,2201.73,315.99,1885.74
2025-02-21,North America,Canada,Technology,Smartphone X,3603.81,1667.26,175.85,1491.41
2024-01-03,Asia Pacific,Japan,Technology,Smartphone X,7615.88,2800.98,432.06,2368.93
2024-01-17,North America,Canada,Office Supplies,Desk Organizer,556.41,273.68,31.07,242.61
2024-02-19,Asia Pacific,India,Office Supplies,Office Chair,894.53,367.71,46.25,321.47
2024-01-09,Asia Pacific,India,Technology,Laptop Pro,6646.3,2899.19,477.68,2421.51
2025-09-30,Europe,Germany,Technology,Laptop Pro,6127.47,2948.54,201.81,2746.73
2024-08-30,Europe,France,Office Supplies,Office Chair,721.4,272.15,27.34,244.8
2024-07-23,South America,Argentina,Furniture,Storage Cabinet,7113.08,3043.5,518.35,2525.14
2025-08-11,North America,Canada,Technology,Laptop Pro,6421.17,2646.59,206.44,2440.15
2025-04-19,Asia Pacific,Singapore,Office Supplies,Printer,2949.0,1187.01,181.39,1005.62
2024-05-20,Europe,United Kingdom,Office Supplies,Printer,7088.12,3403.12,292.43,3110.69
2024-04-02,Europe,Spain,Technology,Laptop Pro,7324.48,3198.45,347.13,2851.32
2024-12-24,North America,Canada,Office Supplies,Printer,4282.3,1859.67,314.1,1545.57
2025-09-03,Asia Pacific,Japan,Technology,Cloud Server,6357.04,2370.03,413.02,1957.01
2025-01-24,Europe,France,Office Supplies,Premium Paper,8203.17,3868.07,373.08,3494.99
2025-03-09,Europe,Italy,Technology,Business Tablet,4764.64,2210.51,323.46,1887.05
2025-02-19,Europe,France,Technology,Business Tablet,8097.88,2952.74,446.99,2505.75
2024-01-28,Europe,United Kingdom,Technology,Laptop Pro,1144.59,458.81,75.88,382.93
2024-04-02,South America,Argentina,Technology,Business Tablet,4520.84,1826.56,235.09,1591.47
2024-03-04,Asia Pacific,Japan,Technology,Business Tablet,3371.11,1317.82,200.7,1117.11
2024-11-10,South America,Chile,Office Supplies,Premium Paper,7241.72,3706.97,482.27,3224.7
2025-01-09,North America,United States,Furniture,Ergonomic Chair,7096.77,3559.06,378.8,3180.25
2024-02-25,Asia Pacific,Singapore,Technology,Laptop Pro,7705.48,3866.01,476.67,3389.34
2025-06-28,South America,Argentina,Furniture,Ergonomic Chair,8552.32,3433.18,348.42,3084.76
2024-12-04,South America,Brazil,Furniture,Conference Table,2350.68,960.73,141.9,818.84
2024-09-27,South America,Argentina,Furniture,Executive Desk,4055.43,1779.95,278.2,1501.75
2024-09-05,South America,Argentina,Furniture,Executive Desk,5649.58,2073.13,171.18,1901.95
2025-10-19,Europe,Spain,Technology,Smartphone X,742.57,484.69,112.14,372.55
2024-05-27,South America,Brazil,Furniture,Conference Table,2498.17,1249.05,125.52,1123.54
2024-09-22,Europe,France,Furniture,Conference Table,3560.52,1727.7,251.99,1475.7
2025-04-16,South America,Chile,Furniture,Conference Table,2953.73,1305.01,224.25,1080.75
2025-09-28,North America,United States,Furniture,Ergonomic Chair,6691.2,2334.73,280.46,2054.27
2024-07-05,Europe,Spain,Technology,Business Tablet,7043.03,2473.4,360.35,2113.05
2024-07-12,North America,United States,Furniture,Ergonomic Chair,3286.68,1238.12,147.39,1090.73
2025-11-06,Europe,Spain,Furniture,Conference Table,8949.85,5659.93,1067.4,4592.53
2024-03-27,Asia Pacific,Australia,Furniture,Ergonomic Chair,1704.96,740.11,129.14,610.97
2025-03-29,Asia Pacific,Singapore,Furniture,Executive Desk,2416.53,1160.24,87.52,1072.72
2024-01-04,South America,Argentina,Technology,Smartphone X,6897.63,2728.46,468.48,2259.98
2025-10-02,North America,United States,Office Supplies,Desk Organizer,4940.67,2024.26,380.24,1644.02
2025-02-28,Europe,Italy,Office Supplies,Printer,7436.08,2783.88,521.51,2262.36
2024-01-04,North America,Mexico,Office Supplies,Premium Paper,2761.38,1287.88,129.1,1158.77
2024-11-16,North America,Mexico,Furniture,Ergonomic Chair,1785.08,731.07,118.52,612.55
2024-02-08,South America,Chile,Office Supplies,Premium Paper,1756.63,712.02,54.32,657.7
2025-10-25,South America,Argentina,Office Supplies,Office Chair,4566.26,1879.47,221.75,1657.72
2024-01-03,South America,Brazil,Technology,Laptop Pro,2828.55,1219.02,198.68,1020.33
2025-11-09,Asia Pacific,Singapore,Office Supplies,Desk Organizer,7424.82,2931.32,388.99,2542.32
2024-11-18,South America,Chile,Furniture,Conference Table,1492.63,772.95,117.99,654.96
2025-12-16,South America,Chile,Furniture,Ergonomic Chair,8500.08,3600.57,287.89,3312.68
2025-09-05,South America,Brazil,Furniture,Ergonomic Chair,8231.74,2850.12,363.06,2487.06
2025-12-20,North America,United States,Office Supplies,Desk Organizer,3317.69,1281.95,223.16,1058.79
2025-08-27,Asia Pacific,Singapore,Technology,Smartphone X,1458.02,681.01,86.44,594.57
2025-06-30,Europe,Germany,Office Supplies,Printer,5842.66,2299.02,248.74,2050.28
2024-01-05,Europe,France,Furniture,Storage Cabinet,4650.91,2236.21,353.28,1882.93
2024-06-16,North America,United States,Furniture,Ergonomic Chair,9420.94,3922.51,672.05,3250.47
2025-10-14,North America,Canada,Office Supplies,Desk Organizer,7591.97,3322.42,252.13,3070.29
2025-06-09,North America,United States,Technology,Cloud Server,5495.67,2396.44,297.61,2098.83
2024-12-03,Asia Pacific,India,Office Supplies,Premium Paper,4151.99,1569.95,276.37,1293.57
2025-12-15,Asia Pacific,Australia,Office Supplies,Printer,4941.62,2504.93,296.36,2208.56
2024-10-04,South America,Brazil,Furniture,Ergonomic Chair,5395.48,2504.48,330.08,2174.4
2025-08-03,South America,Brazil,Furniture,Conference Table,9725.12,4875.7,709.0,4166.7
2025-03-31,North America,United States,Office Supplies,Premium Paper,981.61,432.05,57.62,374.44
2024-05-24,South America,Brazil,Office Supplies,Desk Organizer,1757.88,634.55,81.1,553.46
2024-11-22,South America,Chile,Furniture,Storage Cabinet,9535.29,3936.71,603.35,3333.36
2025-06-19,South America,Argentina,Office Supplies,Printer,8940.44,3865.58,711.3,3154.27
2024-06-25,Asia Pacific,Singapore,Office Supplies,Printer,554.35,201.8,31.15,170.65
2024-12-11,South America,Chile,Technology,Business Tablet,6991.29,2826.92,354.71,2472.2
2024-12-27,Asia Pacific,Australia,Technology,Smartphone X,2163.69,830.06,97.64,732.42
2024-03-11,South America,Argentina,Technology,Smartphone X,8115.92,3774.37,325.28,3449.09
2025-02-20,South America,Brazil,Furniture,Conference Table,8446.73,4193.38,619.68,3573.7
2024-03-06,South America,Brazil,Technology,Cloud Server,2342.87,1118.02,105.23,1012.79
2024-10-01,North America,United States,Furniture,Storage Cabinet,1077.25,400.16,69.68,330.48
2024-02-19,North America,United States,Furniture,Ergonomic Chair,7593.72,3001.7,481.43,2520.27
2024-01-13,South America,Chile,Technology,Cloud Server,6165.58,3120.81,468.37,2652.44
2025-08-12,South America,Brazil,Office Supplies,Printer,9905.31,4147.96,351.4,3796.56
2025-01-06,South America,Chile,Office Supplies,Premium Paper,3338.83,1637.22,177.63,1459.59
2024-12-28,South America,Chile,Office Supplies,Printer,9884.64,4712.61,303.54,4409.07
2024-11-25,South America,Chile,Furniture,Conference Table,5943.85,2828.9,442.3,2386.6
2025-08-21,Europe,France,Furniture,Storage Cabinet,510.35,229.73,21.71,208.01
2024-05-30,Europe,France,Technology,Business Tablet,9157.8,4196.15,623.97,3572.18
2024-12-06,Asia Pacific,India,Office Supplies,Office Chair,8521.65,3105.31,352.52,2752.79
2025-07-31,South America,Chile,Office Supplies,Desk Organizer,3214.18,1329.53,154.69,1174.84
2025-01-09,Europe,United Kingdom,Technology,Cloud Server,7509.23,3854.87,483.12,3371.75
2024-06-11,North America,United States,Furniture,Conference Table,8471.44,3473.88,525.82,2948.06
2025-02-09,Asia Pacific,India,Furniture,Storage Cabinet,2012.15,881.31,82.48,798.83
2025-03-15,Europe,United Kingdom,Furniture,Storage Cabinet,7306.1,3300.89,279.73,3021.16
2025-03-06,South America,Argentina,Furniture,Conference Table,1437.24,699.87,56.95,642.92
2024-01-03,South America,Argentina,Technology,Smartphone X,6743.43,3104.71,432.05,2672.67
2025-01-15,Europe,Spain,Technology,Cloud Server,5638.38,2206.77,388.75,1818.02
2025-01-25,Asia Pacific,Australia,Furniture,Ergonomic Chair,4436.03,2014.46,318.5,1695.96
2025-03-06,North America,United States,Technology,Cloud Server,7386.86,2856.48,396.58,2459.89
2025-04-06,Europe,France,Technology,Smartphone X,4979.5,2275.43,163.48,2111.95
2025-12-26,South America,Argentina,Office Supplies,Desk Organizer,1028.47,490.9,45.28,445.62
2025-04-22,South America,Chile,Office Supplies,Printer,1170.71,549.88,59.75,490.13
2024-11-17,Asia Pacific,Japan,Furniture,Executive Desk,9893.91,4838.24,566.25,4271.98
2025-10-01,Europe,Italy,Furniture,Conference Table,4896.3,3173.74,666.64,2507.1
2025-07-25,Asia Pacific,Australia,Furniture,Storage Cabinet,2092.66,972.08,84.76,887.32
2024-09-26,South America,Argentina,Technology,Laptop Pro,8681.82,4411.97,557.91,3854.06
2025-02-12,Europe,France,Technology,Cloud Server,6971.96,2815.58,535.33,2280.26
2025-11-14,Europe,United Kingdom,Furniture,Executive Desk,5698.23,4055.22,791.04,3264.17
2025-07-06,South America,Chile,Technology,Smartphone X,8247.05,3095.6,588.64,2506.96
2024-01-08,South America,Argentina,Furniture,Executive Desk,8794.23,3221.93,521.56,2700.37
2024-08-12,South America,Brazil,Furniture,Conference Table,4182.41,1809.11,173.77,1635.34
2024-10-08,South America,Chile,Office Supplies,Desk Organizer,9252.54,3536.33,423.85,3112.48
2025-03-06,South America,Argentina,Office Supplies,Desk Organizer,8691.4,4264.81,636.66,3628.15
2024-07-14,Asia Pacific,Australia,Furniture,Storage Cabinet,626.06,259.71,26.17,233.54
2024-04-13,North America,Mexico,Technology,Laptop Pro,3567.59,1367.01,114.65,1252.37
2024-11-21,South America,Chile,Technology,Business Tablet,1706.29,627.85,92.01,535.85
2025-09-09,North America,Mexico,Office Supplies,Printer,3002.37,1278.32,237.47,1040.85
2025-07-04,North America,United States,Technology,Business Tablet,1106.97,565.34,85.84,479.5
2025-10-29,Europe,France,Technology,Business Tablet,8582.9,5526.14,1025.3,4500.85
2025-02-06,Europe,Germany,Furniture,Storage Cabinet,8844.24,3713.44,462.73,3250.7
2024-02-24,North America,United States,Furniture,Ergonomic Chair,8140.82,3598.18,389.6,3208.58
2025-06-08,Asia Pacific,Australia,Office Supplies,Desk Organizer,5957.8,2500.88,451.3,2049.58
2024-08-25,South America,Chile,Office Supplies,Printer,8236.83,2889.94,336.86,2553.08
2024-05-17,Asia Pacific,Singapore,Technology,Cloud Server,5307.3,1948.83,190.8,1758.03
2025-08-19,South America,Argentina,Office Supplies,Office Chair,6213.49,2751.71,232.17,2519.54
2025-03-25,North America,United States,Furniture,Storage Cabinet,9636.45,4399.25,389.49,4009.76
2024-02-08,North America,Mexico,Technology,Business Tablet,5812.5,2914.15,366.74,2547.42
2025-10-19,North America,United States,Technology,Smartphone X,3350.82,1461.03,266.84,1194.19
2025-01-16,Europe,Spain,Office Supplies,Printer,5606.67,2564.02,391.65,2172.37
2024-01-25,South America,Brazil,Office Supplies,Printer,8049.74,3963.97,526.86,3437.11
2025-02-02,North America,Mexico,Technology,Business Tablet,7558.6,3349.09,432.64,2916.45
2025-10-27,Europe,Italy,Office Supplies,Premium Paper,4534.6,3304.29,697.66,2606.63
2024-03-19,Europe,Italy,Furniture,Executive Desk,6632.54,3422.26,494.54,2927.73
2024-04-11,North America,Canada,Office Supplies,Desk Organizer,4172.74,2080.8,272.32,1808.48
2024-09-18,North America,Mexico,Office Supplies,Desk Organizer,3234.11,1445.05,117.8,1327.25
2024-05-08,South America,Argentina,Furniture,Conference Table,9725.39,4347.55,305.7,4041.85
2024-06-04,South America,Chile,Office Supplies,Premium Paper,5963.81,2660.43,293.56,2366.87
2024-07-10,Europe,Spain,Technology,Cloud Server,4082.56,1751.18,244.91,1506.27
2025-01-21,South America,Argentina,Office Supplies,Premium Paper,514.21,265.81,34.62,231.19
2024-09-03,Asia Pacific,Japan,Technology,Smartphone X,8037.62,3716.8,294.84,3421.96
2025-12-16,North America,Canada,Furniture,Executive Desk,1187.52,611.03,78.68,532.35
2025-03-09,North America,Canada,Office Supplies,Printer,6363.37,2266.25,341.83,1924.42
2025-04-08,Europe,United Kingdom,Technology,Business Tablet,3122.74,1262.39,136.52,1125.88
2024-01-28,North America,United States,Technology,Business Tablet,1095.34,433.07,54.52,378.56
2025-01-04,South America,Argentina,Technology,Cloud Server,8228.78,3009.21,404.74,2604.46
2025-05-16,North America,Canada,Technology,Laptop Pro,5892.31,2740.98,281.86,2459.12
2025-10-20,South America,Chile,Furniture,Ergonomic Chair,3882.14,1846.57,240.57,1606.0
2025-05-12,South America,Argentina,Office Supplies,Premium Paper,3336.99,1159.82,136.2,1023.61
2025-07-14,Asia Pacific,India,Technology,Business Tablet,3761.11,1836.29,296.9,1539.39
2024-10-04,Asia Pacific,Australia,Furniture,Storage Cabinet,5070.56,2041.49,382.98,1658.51
2024-08-22,Europe,United Kingdom,Office Supplies,Office Chair,9588.67,3702.89,731.21,2971.68
2024-10-09,South America,Chile,Furniture,Executive Desk,4051.02,1747.38,239.06,1508.32
2024-07-21,North America,Canada,Technology,Laptop Pro,2976.79,1399.54,157.47,1242.07
2025-06-13,South America,Chile,Office Supplies,Office Chair,1103.51,509.41,33.55,475.86
2024-01-15,Asia Pacific,Australia,Technology,Cloud Server,5207.7,2083.37,180.9,1902.46
2024-07-17,Europe,Spain,Office Supplies,Premium Paper,1067.86,496.83,60.65,436.18
2024-09-06,Europe,United Kingdom,Technology,Laptop Pro,3583.44,1731.72,152.33,1579.39
2025-03-19,South America,Chile,Office Supplies,Office Chair,6497.42,3070.24,199.72,2870.52
2025-07-15,Europe,Spain,Office Supplies,Premium Paper,930.7,430.22,57.28,372.94
2024-11-23,South America,Argentina,Technology,Business Tablet,7729.37,3680.49,389.0,3291.49
2025-07-15,Europe,France,Office Supplies,Office Chair,2821.72,1283.6,94.82,1188.78
2024-09-26,North America,Mexico,Furniture,Conference Table,616.26,212.13,24.18,187.95
2024-02-25,North America,Mexico,Office Supplies,Printer,9779.66,4405.39,457.27,3948.12
2025-12-13,Europe,United Kingdom,Technology,Smartphone X,3238.91,2006.71,402.35,1604.36
2025-05-06,Europe,Germany,Office Supplies,Premium Paper,2932.9,1375.82,171.05,1204.78
2024-01-20,Europe,Italy,Office Supplies,Office Chair,2455.16,1100.06,90.92,1009.14
2024-05-18,North America,Canada,Technology,Laptop Pro,9916.53,4102.29,782.07,3320.21
2024-05-13,North America,Mexico,Technology,Laptop Pro,4038.16,1422.85,126.7,1296.15
2025-11-10,Europe,Germany,Technology,Smartphone X,2932.25,1770.41,333.31,1437.1
2024-06-27,Asia Pacific,Japan,Furniture,Storage Cabinet,9575.89,3430.52,390.06,3040.46
2024-09-06,Asia Pacific,Australia,Office Supplies,Printer,3665.94,1362.89,144.01,1218.88
2025-02-13,Asia Pacific,Australia,Furniture,Storage Cabinet,4567.87,1571.04,197.27,1373.77
2025-06-08,South America,Argentina,Technology,Business Tablet,2151.74,814.84,151.72,663.12
2024-12-31,North America,Canada,Office Supplies,Desk Organizer,6438.47,3040.06,271.22,2768.83
2025-11-08,Asia Pacific,Japan,Furniture,Storage Cabinet,8388.59,3566.61,601.81,2964.79
2024-04-04,Asia Pacific,Japan,Office Supplies,Desk Organizer,4023.8,1698.97,291.13,1407.84
2024-09-30,South America,Argentina,Technology,Business Tablet,7981.57,3882.2,443.34,3438.86
2025-09-26,South America,Argentina,Office Supplies,Premium Paper,3032.71,1412.9,147.01,1265.89
